Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,DayOfWeek,Quarter,IsWeekend,Profit_Margin,Revenue_Per_Unit,Retailer_enc,Region_enc,State_enc,City_enc,Product_enc,Target
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,28.0,140,392,149,Outlet,7,5,3,1,38.01,2.8,5,4,43,45,0,2
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,25.0,140,350,189,Outlet,10,0,4,0,54.0,2.5,5,4,43,45,3,2
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Apparel,67.0,140,938,431,Outlet,6,3,2,0,45.95,6.7,5,4,36,42,0,2
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Apparel,34.0,140,476,190,Outlet,1,6,1,1,39.92,3.4,5,4,36,42,3,2
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Apparel,44.0,140,616,246,Outlet,10,6,4,1,39.94,4.4,5,2,17,34,3,2
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Apparel,42.0,140,588,241,Outlet,9,6,3,1,40.99,4.2,3,4,11,7,0,2
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,30.0,140,420,181,Outlet,1,5,1,1,43.1,3.0,1,4,11,7,1,2
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Apparel,27.0,140,378,102,Outlet,1,5,1,1,26.98,2.7,1,4,11,7,3,2
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,39.0,140,546,153,Outlet,11,1,4,0,28.02,3.9,1,4,2,41,3,2
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,35.0,140,490,137,Outlet,2,4,1,0,27.96,3.5,2,4,30,1,3,2
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,140,616,259,Outlet,4,0,2,0,42.05,4.4,2,4,30,1,5,2
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,140,378,178,Outlet,1,2,1,0,47.09,2.7,3,4,30,1,1,2
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,32.0,140,448,188,Outlet,1,2,1,0,41.96,3.2,3,4,30,1,5,2
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,28.0,140,392,125,Outlet,1,2,1,0,31.89,2.8,3,4,30,1,3,2
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,140,714,278,Outlet,8,4,3,0,38.94,5.1,3,3,9,3,0,2
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37.0,140,518,238,Outlet,11,5,4,1,45.95,3.7,3,3,9,3,4,2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,28.0,140,392,161,Outlet,5,6,2,1,41.07,2.8,1,2,23,24,1,2
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,11.0,140,154,68,Outlet,1,5,1,1,44.16,1.1,3,2,23,24,5,2
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,32.0,140,448,197,Outlet,7,0,3,0,43.97,3.2,4,2,3,27,5,2
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Apparel,22.0,140,308,129,Outlet,9,6,3,1,41.88,2.2,4,2,3,27,3,2
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37.0,140,518,218,Outlet,8,4,3,0,42.08,3.7,5,2,35,37,1,2
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Street Footwear,28.0,140,392,129,Outlet,1,6,1,1,32.91,2.8,3,1,38,43,2,2
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Street Footwear,54.0,140,756,378,Outlet,11,3,4,0,50.0,5.4,5,1,44,9,2,2
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Apparel,46.0,140,644,251,Outlet,5,0,2,0,38.98,4.6,0,1,28,30,3,2
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,40.0,140,560,263,Outlet,6,5,2,1,46.96,4.0,0,1,28,30,1,2
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.0,139,806,379,Online,5,3,2,0,47.02,5.8,1,0,40,48,2,1
Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Men's Apparel,56.0,138,773,371,Online,10,3,4,0,47.99,5.6,3,2,42,15,0,1
West Gear,1128299,2020-02-17,West,Nevada,Las Vegas,Men's Apparel,68.0,138,938,638,Online,2,0,1,0,68.02,6.8,5,4,27,26,0,1
West Gear,1128299,2020-02-25,West,Nevada,Las Vegas,Men's Street Footwear,56.0,138,773,379,Online,2,1,1,0,49.03,5.6,5,4,27,26,2,1
West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Street Footwear,36.0,138,497,214,Online,6,0,2,0,43.06,3.6,5,4,46,47,2,1
West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,64.0,138,883,327,Online,7,0,3,0,37.03,6.4,5,4,46,47,1,1
West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,88.0,138,1214,376,Online,7,3,3,0,30.97,8.8,5,4,46,47,3,1
West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,73.0,138,1007,393,Online,8,6,3,1,39.03,7.3,5,4,46,47,5,1
West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,76.0,138,1049,451,Online,8,0,3,0,42.99,7.6,5,4,46,47,4,1
Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,43.0,138,593,231,Online,1,5,1,1,38.95,4.3,2,0,25,5,3,1
Sports Direct,1197831,2021-08-03,Midwest,Nebraska,Omaha,Women's Street Footwear,28.0,138,386,213,Online,8,1,3,0,55.18,2.8,3,0,26,38,5,1
Sports Direct,1197831,2021-08-04,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.0,138,455,291,Online,8,2,3,0,63.96,3.3,3,0,26,38,4,1
Sports Direct,1197831,2021-08-06,South,Alabama,Birmingham,Women's Apparel,32.0,138,442,309,Online,8,4,3,0,69.91,3.2,3,2,0,6,3,1
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,62.0,138,856,411,Online,12,4,4,0,48.01,6.2,0,1,18,42,2,1
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,61.0,138,842,253,Online,10,6,4,1,30.05,6.1,4,4,10,21,1,1
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Street Footwear,62.0,138,856,359,Online,4,5,2,1,41.94,6.2,4,3,8,39,2,1
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,42.0,138,580,284,Online,2,2,1,0,48.97,4.2,5,3,8,39,1,1
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,41.0,138,566,198,Online,9,2,3,0,34.98,4.1,5,1,31,0,5,1
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,43.0,138,593,285,Online,11,2,4,0,48.06,4.3,1,3,45,44,5,1
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,33.0,138,455,310,Online,1,1,1,0,68.13,3.3,3,3,45,44,3,1
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Apparel,33.0,138,455,305,Online,2,2,1,0,67.03,3.3,3,0,21,18,3,1
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,41.0,138,566,249,Online,6,3,2,0,43.99,4.1,3,0,21,18,5,1
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,41.0,138,566,277,Online,11,1,4,0,48.94,4.1,3,0,21,18,4,1
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,48.0,138,662,318,Online,12,2,4,0,48.04,4.8,1,0,21,18,4,1
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Apparel,24.0,138,331,212,Online,1,0,1,0,64.05,2.4,5,0,24,49,3,1
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,24.0,138,331,159,Online,7,5,3,1,48.04,2.4,5,4,43,45,5,1
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Apparel,64.0,138,883,521,Online,8,1,3,0,59.0,6.4,5,2,17,34,0,1
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Street Footwear,24.0,138,331,156,Online,4,0,2,0,47.13,2.4,5,4,11,7,5,1
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Apparel,28.0,138,386,236,Online,4,0,2,0,61.14,2.8,5,4,11,7,3,1
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,51.0,138,704,366,Online,6,2,2,0,51.99,5.1,1,4,2,41,1,1
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,51.0,138,704,317,Online,6,2,2,0,45.03,5.1,1,4,2,41,5,1
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,42.0,138,580,307,Online,1,1,1,0,52.93,4.2,2,4,2,41,1,1
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,42.0,138,580,267,Online,1,1,1,0,46.03,4.2,2,4,2,41,5,1
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,54.0,138,745,358,Online,7,0,3,0,48.05,5.4,3,3,9,3,0,1
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,53.0,138,731,366,Online,12,6,4,1,50.07,5.3,1,3,9,3,5,1
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,41.0,138,566,260,Online,6,4,2,0,45.94,4.1,0,0,34,14,1,1
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Street Footwear,23.0,138,317,175,Online,9,3,3,0,55.21,2.3,0,0,34,14,5,1
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Apparel,37.0,138,511,317,Online,9,3,3,0,62.04,3.7,0,0,34,14,3,1
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,29.0,138,400,188,Online,10,0,4,0,47.0,2.9,0,0,34,14,1,1
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Men's Apparel,76.0,138,1049,514,Online,11,2,4,0,49.0,7.6,0,0,34,14,0,1
Amazon,1185732,2021-02-22,Midwest,Ohio,Columbus,Men's Street Footwear,38.0,138,524,278,Online,2,0,1,0,53.05,3.8,0,0,34,14,2,1
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Street Footwear,38.0,138,524,257,Online,1,1,1,0,49.05,3.8,1,0,15,50,2,1
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42.0,138,580,261,Online,9,0,3,0,45.0,4.2,1,0,40,48,2,1
Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Street Footwear,49.0,138,676,298,Online,7,0,3,0,44.08,4.9,1,0,14,17,2,1
West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58.0,138,800,328,Online,12,3,4,0,41.0,5.8,5,0,48,32,2,1
Foot Locker,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Street Footwear,32.0,138,442,234,Online,2,0,1,0,52.94,3.2,1,1,47,10,2,1
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Street Footwear,32.0,138,442,221,Online,1,6,1,1,50.0,3.2,2,1,7,51,2,1
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,47.0,138,649,292,Online,6,1,2,0,44.99,4.7,1,1,38,43,2,1
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Apparel,66.0,138,911,428,Online,6,5,2,1,46.98,6.6,0,1,28,30,3,1
West Gear,1128299,2020-04-25,West,Colorado,Denver,Women's Apparel,78.0,137,1069,427,Online,4,5,2,1,39.94,7.8,5,4,5,16,3,1
West Gear,1128299,2020-05-08,West,Colorado,Denver,Men's Street Footwear,51.0,137,699,349,Online,5,4,2,0,49.93,5.1,5,4,5,16,2,1
West Gear,1128299,2020-05-25,West,Colorado,Denver,Women's Apparel,75.0,137,1028,339,Online,5,0,2,0,32.98,7.5,5,4,5,16,3,1
West Gear,1128299,2020-07-04,West,Washington,Seattle,Women's Athletic Footwear,78.0,137,1069,438,Online,7,5,3,1,40.97,7.8,5,4,46,47,4,1
Foot Locker,1185732,2020-11-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47.0,137,644,303,Online,11,5,4,1,47.05,4.7,1,0,22,33,2,1
Sports Direct,1128299,2021-02-17,West,Hawaii,Honolulu,Men's Street Footwear,36.0,137,493,207,Online,2,2,1,0,41.99,3.6,3,4,10,21,2,1
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,56.0,137,767,376,Online,5,5,2,1,49.02,5.6,5,1,31,0,0,1
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,44.0,137,603,247,Online,9,2,3,0,40.96,4.4,5,1,31,0,4,1
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,46.0,137,630,252,Online,10,6,4,1,40.0,4.6,5,1,31,0,5,1
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,48.0,137,658,276,Online,7,5,3,1,41.95,4.8,2,4,49,12,0,1
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,137,521,239,Online,9,4,3,0,45.87,3.8,2,4,49,12,5,1
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Apparel,52.0,137,712,499,Online,10,6,4,1,70.08,5.2,3,0,21,18,3,1
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,38.0,137,521,271,Online,11,2,4,0,52.02,3.8,5,2,17,34,5,1
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,47.0,137,644,412,Online,7,1,3,0,63.98,4.7,5,4,11,7,4,1
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,137,507,253,Online,3,4,1,0,49.9,3.7,3,3,9,3,2,1
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,50.0,137,685,343,Online,7,0,3,0,50.07,5.0,3,3,9,3,5,1
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,51.0,137,699,356,Online,11,5,4,1,50.93,5.1,3,3,9,3,2,1
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Apparel,34.0,137,466,303,Online,4,5,2,1,65.02,3.4,0,0,34,14,3,1
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Street Footwear,48.0,137,658,349,Online,9,3,3,0,53.04,4.8,0,3,16,29,2,1
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,59.0,137,808,436,Online,12,3,4,0,53.96,5.9,3,2,23,24,5,1
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,29.0,137,397,215,Online,10,3,4,0,54.16,2.9,5,2,35,37,2,1
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Street Footwear,32.0,137,438,184,Online,6,6,2,1,42.01,3.2,1,0,14,17,2,1
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Men's Street Footwear,36.0,137,493,222,Online,1,6,1,1,45.03,3.6,1,1,19,4,2,1
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Street Footwear,41.0,137,562,315,Online,4,6,2,1,56.05,4.1,0,1,44,9,2,1
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Street Footwear,56.0,137,767,437,Online,9,4,3,0,56.98,5.6,0,1,44,9,2,1
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Apparel,64.0,137,877,430,Online,7,5,3,1,49.03,6.4,0,1,28,30,3,1
Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,58.0,136,789,497,Online,11,0,4,0,62.99,5.8,1,1,37,40,2,1
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Street Footwear,19.0,136,258,103,Online,3,4,1,0,39.92,1.9,1,0,14,17,2,1
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,28.0,136,381,171,Outlet,8,4,3,0,44.88,2.8,3,2,42,15,4,2
West Gear,1128299,2020-03-13,West,Nevada,Las Vegas,Men's Apparel,49.0,136,666,360,Outlet,3,4,1,0,54.05,4.9,5,4,27,26,0,2
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,40.0,136,544,310,Outlet,4,4,2,0,56.99,4.0,3,2,41,25,4,2
Sports Direct,1197831,2021-08-09,South,Alabama,Birmingham,Women's Street Footwear,26.0,136,354,156,Outlet,8,0,3,0,44.07,2.6,3,2,0,6,5,2
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,52.0,136,707,276,Outlet,8,1,3,0,39.04,5.2,1,3,45,44,4,2
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,56.0,136,762,335,Outlet,11,2,4,0,43.96,5.6,1,3,45,44,0,2
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,21.0,136,286,120,Outlet,1,1,1,0,41.96,2.1,3,3,45,44,4,2
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Apparel,20.0,136,272,141,Outlet,4,6,2,1,51.84,2.0,5,4,43,45,3,2
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Athletic Footwear,14.0,136,190,74,Outlet,11,3,4,0,38.95,1.4,5,4,43,45,1,2
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Athletic Footwear,22.0,136,299,126,Outlet,12,4,4,0,42.14,2.2,5,4,43,45,4,2
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,53.0,136,721,303,Outlet,8,1,3,0,42.02,5.3,5,4,36,42,0,2
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,37.0,136,503,211,Outlet,5,1,2,0,41.95,3.7,5,2,17,34,5,2
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Athletic Footwear,40.0,136,544,299,Outlet,9,6,3,1,54.96,4.0,3,4,11,7,4,2
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,23.0,136,313,125,Outlet,1,5,1,1,39.94,2.3,1,4,11,7,2,2
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Apparel,45.0,136,612,226,Outlet,8,0,3,0,36.93,4.5,1,4,2,41,0,2
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,35.0,136,476,195,Outlet,12,2,4,0,40.97,3.5,2,4,2,41,5,2
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,136,490,230,Outlet,2,4,1,0,46.94,3.6,2,4,2,41,1,2
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,36.0,136,490,220,Outlet,3,3,1,0,44.9,3.6,2,4,30,1,1,2
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,46.0,136,626,263,Outlet,5,3,2,0,42.01,4.6,2,4,30,1,1,2
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,136,544,223,Outlet,11,4,4,0,40.99,4.0,2,4,30,1,4,2
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36.0,136,490,220,Outlet,5,4,2,0,44.9,3.6,3,3,9,3,1,2
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Men's Apparel,26.0,136,354,138,Outlet,2,3,1,0,38.98,2.6,1,2,23,24,0,2
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,11.0,136,150,70,Outlet,3,1,1,0,46.67,1.1,1,2,23,24,5,2
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Apparel,17.0,136,231,125,Outlet,3,1,1,0,54.11,1.7,1,2,23,24,3,2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,26.0,136,354,152,Outlet,5,6,2,1,42.94,2.6,1,2,23,24,5,2
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Women's Street Footwear,11.0,136,150,63,Outlet,2,6,1,1,42.0,1.1,3,2,23,24,5,2
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Apparel,38.0,136,517,217,Outlet,7,1,3,0,41.97,3.8,1,1,38,43,3,2
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Apparel,44.0,136,598,257,Outlet,8,2,3,0,42.98,4.4,0,1,44,9,3,2
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,46.0,135,621,342,Online,6,2,2,0,55.07,4.6,1,0,12,13,2,1
Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,135,635,317,Online,7,6,3,1,49.92,4.7,1,0,12,13,2,1
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,32.0,135,432,272,Online,8,5,3,1,62.96,3.2,3,2,42,15,3,1
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,53.0,135,716,351,Online,10,5,4,1,49.02,5.3,3,2,42,15,0,1
Foot Locker,1185732,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,64.0,135,864,562,Online,11,6,4,1,65.05,6.4,1,1,37,40,2,1
West Gear,1128299,2020-04-17,West,Colorado,Denver,Women's Athletic Footwear,62.0,135,837,502,Online,4,4,2,0,59.98,6.2,5,4,5,16,4,1
West Gear,1128299,2020-04-29,West,Colorado,Denver,Women's Athletic Footwear,63.0,135,851,459,Online,4,2,2,0,53.94,6.3,5,4,5,16,4,1
West Gear,1128299,2020-05-28,West,Colorado,Denver,Women's Street Footwear,46.0,135,621,217,Online,5,3,2,0,34.94,4.6,5,4,5,16,5,1
West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,63.0,135,851,315,Online,7,2,3,0,37.02,6.3,5,4,46,47,5,1
Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.0,135,432,194,Online,10,4,4,0,44.91,3.2,1,0,22,33,2,1
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,32.0,135,432,246,Online,3,5,1,1,56.94,3.2,3,0,25,5,4,1
Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,19.0,135,257,141,Online,3,1,1,0,54.86,1.9,3,2,41,25,5,1
Sports Direct,1197831,2021-08-28,South,Alabama,Birmingham,Women's Athletic Footwear,34.0,135,459,312,Online,8,5,3,1,67.97,3.4,3,2,0,6,4,1
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,44.0,135,594,238,Online,3,1,1,0,40.07,4.4,1,4,10,21,2,1
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,74.0,135,999,350,Online,12,3,4,0,35.04,7.4,3,4,10,21,5,1
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,135,810,300,Online,9,5,3,1,37.04,6.0,4,3,8,39,1,1
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,37.0,135,500,205,Online,4,4,2,0,41.0,3.7,5,1,31,0,4,1
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,45.0,135,608,249,Online,10,6,4,1,40.95,4.5,5,1,31,0,4,1
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,49.0,135,662,291,Online,6,5,2,1,43.96,4.9,2,4,49,12,0,1
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,135,513,251,Online,9,4,3,0,48.93,3.8,2,4,49,12,4,1
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,42.0,135,567,278,Online,11,3,4,0,49.03,4.2,2,4,49,12,4,1
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,44.0,135,594,291,Online,12,4,4,0,48.99,4.4,1,4,49,12,4,1
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Street Footwear,27.0,135,365,153,Online,4,4,2,0,41.92,2.7,3,0,21,18,5,1
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Apparel,42.0,135,567,301,Online,8,0,3,0,53.09,4.2,3,0,21,18,0,1
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,41.0,135,554,266,Online,10,5,4,1,48.01,4.1,1,4,2,41,2,1
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,42.0,135,567,266,Online,11,1,4,0,46.91,4.2,1,4,2,41,2,1
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,58.0,135,783,290,Online,12,2,4,0,37.04,5.8,2,4,2,41,3,1
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,54.0,135,729,328,Online,7,6,3,1,44.99,5.4,2,4,30,1,4,1
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.0,135,527,269,Online,1,2,1,0,51.04,3.9,3,4,30,1,1,1
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,42.0,135,567,266,Online,9,1,3,0,46.91,4.2,3,3,9,3,5,1
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,64.0,135,864,302,Online,12,6,4,1,34.95,6.4,1,3,9,3,3,1
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,44.0,135,594,291,Online,5,6,2,1,48.99,4.4,0,0,34,14,1,1
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Apparel,50.0,135,675,331,Online,8,1,3,0,49.04,5.0,0,0,34,14,0,1
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,59.0,135,797,398,Online,11,2,4,0,49.94,5.9,0,0,34,14,4,1
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Men's Street Footwear,37.0,135,500,270,Online,1,4,1,0,54.0,3.7,0,0,34,14,2,1
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Apparel,57.0,135,770,346,Online,6,4,2,0,44.94,5.7,1,2,23,24,0,1
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,41.0,135,554,255,Online,6,5,2,1,46.03,4.1,1,0,40,48,2,1
